[Gene ID]	[source_id]	[Gene Name or Symbol]	[Organism]	[Computed GO Component IDs]	[Computed GO Components]	[Computed GO Function IDs]	[Computed GO Functions]	[Computed GO Process IDs]	[Computed GO Processes]	[Curated GO Component IDs]	[Curated GO Components]	[Curated GO Function IDs]	[Curated GO Functions]	[Curated GO Process IDs]	[Curated GO Processes]	[EC numbers]	[EC numbers from OrthoMCL]	
CNAG_00869	CNAG_00869-t26_1	PDR5	C. neoformans var. grubii H99	GO:0016021, GO:0016020	integral component of membrane, membrane	GO:0005524, GO:0016887, GO:0042626	ATP binding, ATPase activity, ATPase activity, coupled to transmembrane movement of substances	GO:0006810	transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.3.- (Acting on acid anhydrides; catalyzing transmembrane movement of substances.)	
CNAG_00870	CNAG_00870-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00870	CNAG_00870-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00870	CNAG_00870-t26_3	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00871	CNAG_00871-t26_1	CLR3	C. neoformans var. grubii H99	N/A	N/A	GO:0043565, GO:0003700	sequence-specific DNA binding, transcription factor activity, sequence-specific DNA binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	GO:0045230	capsule organization	N/A	N/A	
CNAG_00871	CNAG_00871-t26_2	CLR3	C. neoformans var. grubii H99	N/A	N/A	GO:0043565, GO:0003700	sequence-specific DNA binding, transcription factor activity, sequence-specific DNA binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	GO:0045230	capsule organization	N/A	N/A	
CNAG_00872	CNAG_00872-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0008026, GO:0003676	ATP binding, ATP-dependent helicase activity, nucleic acid binding	GO:0006310	DNA recombination	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.12 (DNA helicase)	
CNAG_00873	CNAG_00873-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	GO:0006486	protein glycosylation	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00874	CNAG_00874-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016428	tRNA (cytosine-5-)-methyltransferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.1.1.- (Methyltransferases.)	
CNAG_00875	CNAG_00875-t26_1	N/A	C. neoformans var. grubii H99	GO:0005622, GO:0016020	intracellular, membrane	GO:0005525, GO:0003924	GTP binding, GTPase activity	GO:0006886, GO:0006913, GO:0006184, GO:0015031, GO:0007165, GO:0007264	intracellular protein transport, nucleocytoplasmic transport, obsolete GTP catabolic process, protein transport, signal transduction, small GTPase mediated signal transduction	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00876	CNAG_00876-t26_1	FRE7	C. neoformans var. grubii H99	N/A	N/A	GO:0016491	oxidoreductase activity	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.16.1.9 (Ferric-chelate reductase (NADPH))	
CNAG_00877	CNAG_00877-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004017, GO:0016776	ATP binding, adenylate kinase activity, phosphotransferase activity, phosphate group as acceptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.4.10 (Nucleoside-triphosphate--adenylate kinase)	
CNAG_00877	CNAG_00877-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004017, GO:0016776	ATP binding, adenylate kinase activity, phosphotransferase activity, phosphate group as acceptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.4.10 (Nucleoside-triphosphate--adenylate kinase)	
CNAG_00878	CNAG_00878-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00879	CNAG_00879-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0004352, GO:0016491	glutamate dehydrogenase (NAD+) activity, oxidoreductase activity	GO:0006520, GO:0019551, GO:0055114	cellular amino acid metabolic process, glutamate catabolic process to 2-oxoglutarate, oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.4.1.2 (Glutamate dehydrogenase)	
CNAG_00883	CNAG_00883-t26_1	ECM2201	C. neoformans var. grubii H99	GO:0005634	nucleus	GO:0000981, GO:0008270	RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	GO:0045230	capsule organization	N/A	N/A	
CNAG_00884	CNAG_00884-t26_1	N/A	C. neoformans var. grubii H99	GO:0005737	cytoplasm	N/A	N/A	GO:0006887, GO:0048278	exocytosis, vesicle docking	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00885	CNAG_00885-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00886	CNAG_00886-t26_1	SAH1	C. neoformans var. grubii H99	N/A	N/A	GO:0004013	adenosylhomocysteinase activity	GO:0006730	one-carbon metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.3.1.1 (Adenosylhomocysteinase)	
CNAG_00887	CNAG_00887-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00888	CNAG_00888-t26_1	CNB1	C. neoformans var. grubii H99	N/A	N/A	GO:0005509	calcium ion binding	N/A	N/A	N/A	N/A	N/A	N/A	GO:0009405, GO:0060992	pathogenesis, response to fungicide	N/A	3.1.3.16 (Protein-serine/threonine phosphatase)	
CNAG_00889	CNAG_00889-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00889	CNAG_00889-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00890	CNAG_00890-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00891	CNAG_00891-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0016887	ATP binding, ATPase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00892	CNAG_00892-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00893	CNAG_00893-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00893	CNAG_00893-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00894	CNAG_00894-t26_1	N/A	C. neoformans var. grubii H99	GO:0000275	mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)	GO:0046933, GO:0046961	proton-transporting ATP synthase activity, rotational mechanism, proton-transporting ATPase activity, rotational mechanism	GO:0015986	ATP synthesis coupled proton transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.3.14 (H(+)-transporting two-sector ATPase)	
CNAG_00895	CNAG_00895-t26_1	ZIP1	C. neoformans var. grubii H99	GO:0016021, GO:0016020	integral component of membrane, membrane	GO:0046873, GO:0005385	metal ion transmembrane transporter activity, zinc ion transmembrane transporter activity	GO:0030001, GO:0055085, GO:0071577	metal ion transport, transmembrane transport, zinc II ion transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00896	CNAG_00896-t26_1	N/A	C. neoformans var. grubii H99	GO:0005634	nucleus	GO:0000981, GO:0008270	RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding	GO:0006355	regulation of transcription, DNA-templated	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00897	CNAG_00897-t26_1	SKN1	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00898	CNAG_00898-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00899	CNAG_00899-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005488	binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00900	CNAG_00900-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00901	CNAG_00901-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00902	CNAG_00902-t26_1	N/A	C. neoformans var. grubii H99	GO:0016020	membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00903	CNAG_00903-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00903	CNAG_00903-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00903	CNAG_00903-t26_3	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00904	CNAG_00904-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00905	CNAG_00905-t26_1	N/A	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	N/A	N/A	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00906	CNAG_00906-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005488	binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00906	CNAG_00906-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005488	binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00907	CNAG_00907-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00907	CNAG_00907-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00908	CNAG_00908-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00909	CNAG_00909-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003824	catalytic activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.1.1.36 (Phosphopantothenoylcysteine decarboxylase)	
CNAG_00911	CNAG_00911-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00914	CNAG_00914-t26_1	KRE6	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	GO:0009405	pathogenesis	N/A	N/A	
CNAG_00915	CNAG_00915-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00915	CNAG_00915-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00916	CNAG_00916-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00917	CNAG_00917-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0046872, GO:0005515, GO:0008270	metal ion binding, protein binding, zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00919	CNAG_00919-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0004185	serine-type carboxypeptidase activity	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.16.- (Serine-type carboxypeptidases.)	
CNAG_00920	CNAG_00920-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5.1.99.6 (NAD(P)H-hydrate epimerase)	
CNAG_00921	CNAG_00921-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.5.1.18 (Glutathione transferase)	
CNAG_00922	CNAG_00922-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0003676	ATP binding, nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00923	CNAG_00923-t26_1	N/A	C. neoformans var. grubii H99	GO:0016020	membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00924	CNAG_00924-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00925	CNAG_00925-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00925	CNAG_00925-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00926	CNAG_00926-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	GO:0009058	biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.4.1.132 (GDP-Man:Man(1)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase)	
CNAG_00927	CNAG_00927-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00928	CNAG_00928-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008234	cysteine-type peptidase activity	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00929	CNAG_00929-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00930	CNAG_00930-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0004055	ATP binding, argininosuccinate synthase activity	GO:0006526	arginine biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6.3.4.5 (Argininosuccinate synthase)	
CNAG_00931	CNAG_00931-t26_1	N/A	C. neoformans var. grubii H99	GO:0005801	cis-Golgi network	N/A	N/A	GO:0006888, GO:0006810	ER to Golgi vesicle-mediated transport, transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00932	CNAG_00932-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00933	CNAG_00933-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0003824, GO:0004112	catalytic activity, cyclic-nucleotide phosphodiesterase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00934	CNAG_00934-t26_1	DAL1	C. neoformans var. grubii H99	N/A	N/A	GO:0016787, GO:0016810	hydrolase activity, hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.5.2.3 (Dihydroorotase)	
CNAG_00935	CNAG_00935-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.4.-.- (Acting on peptide bonds (peptidases).)	
CNAG_00936	CNAG_00936-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.-.- (Acting on ester bonds.)	
CNAG_00936	CNAG_00936-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.-.- (Acting on ester bonds.)	
CNAG_00937	CNAG_00937-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00937	CNAG_00937-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00937	CNAG_00937-t26_3	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00938	CNAG_00938-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00939	CNAG_00939-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0005975	carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00940	CNAG_00940-t26_1	RRP44	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.1.13.- (Exoribonucleases producing 5'-phosphomonoesters.)	
CNAG_00941	CNAG_00941-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00960	CNAG_00960-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005524, GO:0003723, GO:0004386, GO:0003676	ATP binding, RNA binding, helicase activity, nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3.6.4.13 (RNA helicase)	
CNAG_00961	CNAG_00961-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00964	CNAG_00964-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00966	CNAG_00966-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016831, GO:0030170	carboxy-lyase activity, pyridoxal phosphate binding	GO:0019752	carboxylic acid metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4.1.1.28 (Aromatic-L-amino-acid decarboxylase)	
CNAG_00967	CNAG_00967-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00968	CNAG_00968-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016491, GO:0016706	oxidoreductase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.14.11.- (With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.)	
CNAG_00968	CNAG_00968-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016491, GO:0016706	oxidoreductase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.14.11.- (With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.)	
CNAG_00969	CNAG_00969-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00970	CNAG_00970-t26_1	N/A	C. neoformans var. grubii H99	GO:0016020	membrane	GO:0016772	transferase activity, transferring phosphorus-containing groups	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.7.7.41 (Phosphatidate cytidylyltransferase)	
CNAG_00971	CNAG_00971-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00972	CNAG_00972-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00973	CNAG_00973-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008080	N-acetyltransferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00974	CNAG_00974-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00975	CNAG_00975-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00976	CNAG_00976-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	GO:0070409, GO:0006543	carbamoyl phosphate biosynthetic process, glutamine catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6.3.5.5 (Carbamoyl-phosphate synthase (glutamine-hydrolyzing))	
CNAG_00977	CNAG_00977-t26_1	N/A	C. neoformans var. grubii H99	GO:0005622	intracellular	N/A	N/A	GO:0006886	intracellular protein transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00978	CNAG_00978-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.6.5.3 (NADH:ubiquinone reductase (H(+)-translocating))	
CNAG_00979	CNAG_00979-t26_1	CTR4	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	GO:0005375	copper ion transmembrane transporter activity	GO:0035434	copper ion transmembrane transport	GO:0005886	plasma membrane	GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	GO:0015677, GO:0009405	copper ion import, pathogenesis	N/A	N/A	
CNAG_00979	CNAG_00979-t26_2	CTR4	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	GO:0005375	copper ion transmembrane transporter activity	GO:0035434	copper ion transmembrane transport	GO:0005886	plasma membrane	GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	GO:0015677, GO:0009405	copper ion import, pathogenesis	N/A	N/A	
CNAG_00979	CNAG_00979-t26_3	CTR4	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	GO:0005375	copper ion transmembrane transporter activity	GO:0035434	copper ion transmembrane transport	GO:0005886	plasma membrane	GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	GO:0015677, GO:0009405	copper ion import, pathogenesis	N/A	N/A	
CNAG_00979	CNAG_00979-t26_4	CTR4	C. neoformans var. grubii H99	GO:0016021	integral component of membrane	GO:0005375	copper ion transmembrane transporter activity	GO:0035434	copper ion transmembrane transport	GO:0005886	plasma membrane	GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	GO:0015677, GO:0009405	copper ion import, pathogenesis	N/A	N/A	
CNAG_00980	CNAG_00980-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00981	CNAG_00981-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00982	CNAG_00982-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00983	CNAG_00983-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0005096	GTPase activator activity	GO:0043087	regulation of GTPase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00984	CNAG_00984-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0016491	oxidoreductase activity	GO:0008152	metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.-.-.- (Oxidoreductases.)	
CNAG_00985	CNAG_00985-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00985	CNAG_00985-t26_2	N/A	C. neoformans var. grubii H99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00986	CNAG_00986-t26_1	UBA4	C. neoformans var. grubii H99	N/A	N/A	GO:0003824	catalytic activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00987	CNAG_00987-t26_1	N/A	C. neoformans var. grubii H99	GO:0016272	prefoldin complex	GO:0051082	unfolded protein binding	GO:0006457	protein folding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
CNAG_00988	CNAG_00988-t26_1	N/A	C. neoformans var. grubii H99	N/A	N/A	GO:0008536, GO:0005488	Ran GTPase binding, binding	GO:0006886	intracellular protein transport	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
